stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
523,"IA","MMPI","-8.5181000","140.4141000",98.57,"Station Merauke, Indonesia","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2005,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:37.000Z",81.89,"Cukup Baik","Poor","Cukup Baik","81.9%"
524,"IA","NLAI","-3.2389580","127.0998380",23.2,"Station Namlea, Ambon","Maluku",2,"Stageof-Ambon",2,"aktif",2007,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:37.000Z",99.28,"Baik","Good","Baik","99.3%"
525,"IA","PKKI","-2.2411000","113.9722000",65,"Station Palangkaraya, Kalimantan, Indonesia","Kalimantan Tengah",22,"Stageof-Balikpapan",21,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:38.000Z",94.08,"Baik","Fair","Baik","94.1%"
526,"IA","PPBI","-2.1616000","106.1364000",63.55,"Station Pangkal Pinang, Bangka","Bangka Belitung",33,"Stageof-Padang-Panjang",20,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:38.000Z",98.25,"Baik","Fair","Baik","98.3%"
527,"IA","RAPI","-0.4102000","130.8211000",108.6,"Station Raja Ampat, Papua","Papua Barat",6,"Stageof-Sorong",6,"nonaktif",2009,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:38.000Z",1,"Buruk","Very Good","Buruk","1.0%"
528,"IA","SBSI","1.3987690","99.4308850",308.6,"Station Sibolga, Sumatra","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"nonaktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:39.000Z",1,"Buruk","Good","Buruk","1.0%"
529,"IA","SISI","-1.3265000","99.0895000",47.2,"Station Saibi, Sumatra","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2007,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:40.000Z",99.81,"Baik","Good","Baik","99.8%"
530,"IA","STKI","0.0655860","111.4771880",43.9,"Station Sintang, Kalimantan","Kalimantan Barat",28,"Stageof-Balikpapan",21,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:40.000Z",90.02,"Baik","Fair","Baik","90.0%"
531,"IA","TRSI","2.0256000","98.9594000",978.5,"Station Tarutung, Sumatra","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2006,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:40.000Z",85.39,"Cukup Baik","-","Cukup Baik","85.4%"
532,"IA","TWSI","-8.7382200","116.8821000",53,"Station Taliwang, Sumbawa, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2008,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:40.000Z",90.31,"Baik","Very Good","Baik","90.3%"
533,"IA","UBSI","-3.7611000","102.2714000",28.05,"Station Bengkulu, Sumatra, Indonesia (BMKG)","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2009,"REPLACEMENT 2024",14,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",86.1,"Cukup Baik","Fair","Cukup Baik","86.1%"
534,"IA","BMASI","4.9022560","96.7446520",823.3,"Kantor Camat Pintu Rime Gayo, Pintu Rime Gayo, Bener Meriah","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",95.94,"Baik","Fair","Baik","95.9%"
535,"IA","LMJSI","-2.3786450","101.9033510",812,"Desa Sungai Lalang, Lembah Masurai, Merangin","Jambi",19,"Stageof-Kepahiang",4,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",95.95,"Baik","Good","Baik","96.0%"
536,"IA","JSRJI","-7.3363750","111.1176300",97.2,"Kantor Kecamatan Jenar, Jenar, Sragen","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2024,"IDRIP Phase II",15,"P2","","installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,"",,,"2026-07-06T04:00:41.000Z",99.04,"Baik","Fair","Baik","99.0%"
537,"IA","KRMJI","-5.8685620","110.4340900",34.1,"Karimunjawa, Karimunjawa, Jepara","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",95.34,"Baik","Good","Baik","95.3%"
538,"IA","KSPJI","-7.2933630","109.2656330",802.3,"Desa Cendana, Kutasari, Purbalingga","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",98.92,"Baik","Good","Baik","98.9%"
539,"IA","LAPSI","-1.8705370","120.2358320",779.4,"Kantor Camat Lore Barat, Lore Barat, Poso","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",98.02,"Baik","Good","Baik","98.0%"
540,"IA","LBDSI","-0.6203200","119.8596000",261.2,"Lahan Milik BMKG, Labuan, Donggala","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",95.25,"Baik","Poor","Baik","95.3%"
541,"IA","NJLSI","-5.1949450","104.2796480",418.7,"Balai Pekon Negeri Jaya, Bandar Negeri Suoh, Lampung Barat","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",98.09,"Baik","Good","Baik","98.1%"
542,"IA","NKLSI","-1.3854280","119.9736630",682.4,"Desa Salua, Kulawi, Sigi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",0,"Mati","Good","Mati","0.0%"
543,"IA","PASSI","-0.8720300","100.7515490",768.6,"Kantor Camat Payung Sekaki, Payung Sekaki, Solok","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",98.13,"Baik","Good","Baik","98.1%"
544,"IA","PGASI","4.1084450","97.5888440",408.3,"Desa Pining, Pining, Gayu Lues","Aceh",9,"Stageof-Aceh-Selatan",13,"nonaktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",1,"Buruk","Good","Buruk","1.0%"
545,"IA","PMTSI","2.5230620","99.2618180",955.6,"Kantor Camat Pintu Pohan Meranti, Pintu Pohan Meranti, Toba","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",99.95,"Baik","-","Baik","100.0%"
546,"IA","PSASI","5.1357650","96.7721790",54.1,"Janggot Seungko, Peusangan Selatan, Bireuen","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",89.89,"Cukup Baik","Poor","Cukup Baik","89.9%"
547,"IA","PWTMI","-7.9272570","126.4175030",31.5,"Ilwaki, Arnau, Maluku Barat Daya","Maluku",2,"Stageof-Ambon",2,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",95.21,"Baik","Good","Baik","95.2%"
548,"IA","RLBSI","-3.4512870","102.5867540",901.8,"Kantor BPBD Rejang Lebong, Selupu Rejang, Rejang Lebong","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",92.47,"Baik","Very Good","Baik","92.5%"
549,"IA","RSMSI","2.9589760","98.8607860",1004.3,"Kantor BPBD Simalungun, Raya, Simalungun","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:41.000Z",96.15,"Baik","Fair","Baik","96.2%"
550,"IA","SGRJI","-7.0101280","108.0187300",579,"Area Lahan Camat Selaawi, Selaawi, Garut","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:42.000Z",96.19,"Baik","Fair","Baik","96.2%"
551,"IA","TNSJI","-7.2982440","110.4665370",504.4,"Museum Pandaran, Tuntang, Semarang","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:42.000Z",96.53,"Baik","Poor","Baik","96.5%"
552,"IA","TSBJI","-6.6053720","107.1491850",175,"Kantor Kecamatan Tanjungsari, Tanjungsari, Bogor","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:42.000Z",0,"Mati","-","Mati","0.0%"
553,"IA","TUBJI","-6.1881360","107.0502930",37.5,"Kantor Camat Tambun Utara, Tambun Utara, Bekasi","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2024,"IDRIP Phase II",15,"P2",,"installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:42.000Z",80.89,"Cukup Baik","Poor","Cukup Baik","80.9%"
554,"IA","KJPJI","-6.1559710","106.8422660",50,"BMKG Pusat, Kemayoran, Jakarta Pusat (JICA)","Jakarta",35,"DGT",33,"dismantled",2024,"JICA",16,,,"installed","Nanometrics-Centaur-2024-GSM","surface","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
555,"IA","KRK","-8.1521000","112.4506000",330.26,"Karangkates, Malang, Jawa Timur, Indonesia","Jawa Timur",3,,,"dismantled",2005,"LIBRA",2,,"Freq: 6155.25 MHz Cygnus SN: 653","installed","Trident (BB), Trident (Acc)",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
556,"IA","TNG","-6.1719000","106.6469000",51.25,"Tangerang, Banten, Indonesia","Banten",21,,,"dismantled",2005,"LIBRA",2,,"Freq: 6155.75 MHz Cygnus SN: 668","installed","Trident 305 (BB), Trident 305 (Acc)",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
557,"IA","BJI","-7.3329000","109.7096000",629,"Banjarnegara, Jawa Tengah, Indonesia","Jawa Tengah",18,,,"dismantled",2005,"JISNET",17,,,"not_installed","LS-7000",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
558,"IA","PTKI","-0.1419500","109.4029600",36,"Pontianak, Kalimantan Barat, Indonesia","Kalimantan Barat",28,,,"dismantled",2006,"JISNET",17,,,"not_installed","LS-7000",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
559,"IA","RPSI","2.0723000","99.8325000",78,"Rantau Parapat, Sumatra Utara, Indonesia","Sumatera Utara",25,,,"dismantled",2008,"LIBRA",2,,,"installed","Trident (BB), Trident (Acc)",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
560,"IA","BPJI","-7.8105000","109.9971000",64,"Bagelen","Jawa Tengah",18,,,"dismantled",2019,"BABUN",18,,,"installed","centaur",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
561,"IA","GGJI","-7.0302200","110.9209700",82,"Grobogan","Jawa Tengah",18,,,"dismantled",2019,"BABUN",18,,,"installed","centaur",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
562,"IA","SBJM","-7.9679950","110.2661190",17,"Sanden",,,,,"dismantled",2019,"BABUN",18,,,"installed","centaur",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
563,"IA","SEJM","-6.8726000","108.5852000",342,"Sedong",,,,,"dismantled",2019,"BABUN",18,,,"installed","centaur",,,,,,,,,"2026-07-06T04:00:42.000Z",,"No Data","-","No Data","N/A"
564,"IA","PSLIB","-5.9374700","105.5101090",-60,"P.Sibesi; Lampung-Selatan","Lampung",29,"DST-Borehole",34,"aktif",2025,"BMKG",19,"P2","DST Station","installed","Guralp-Minimus+2025-VSAT-M2M","borehole","","","","","","",,"2026-07-06T04:00:42.000Z",90.19,"Baik","-","Baik","90.2%"
565,"IA","PUSIB","-6.1549600","106.8410720",-250,"Kemayoran; Jakarta-Pusat","Jakarta",35,"DST-Borehole",34,"aktif",2025,"BMKG",19,"P2","DST Station","installed","Guralp-Minimus+2025-VSAT-M2M","borehole","","","","","","",,"2026-07-06T04:00:42.000Z",92.74,"Baik","-","Baik","92.7%"
566,"IA","BALEB","-6.8367500","107.5606230",-71,"Lembang","Jawa Barat",5,"DST-Borehole",34,"aktif",2025,"BMKG",19,"P2","DST Station","installed","Guralp-Minimus+2025-VSAT-M2M","borehole","","","","","","",,"2026-07-06T04:00:42.000Z",50.41,"Buruk","-","Buruk","50.4%"
567,"IA","SKJIB","-7.0056700","106.5637000",-78,"Pelabuhan-Ratu; Sukabumi","Jawa Barat",5,"DST-Borehole",34,"aktif",2025,"BMKG",19,"P2","DST Station","installed","Guralp-Minimus+2025-VSAT-M2M","borehole","","","","","","",,"2026-07-06T04:00:42.000Z",96.73,"Baik","-","Baik","96.7%"
