stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
74,"IA","BYLI","-8.2273000","116.4201000",25,"Station Type A, Bayan,Lombok Utara ,Nusa Tenggara","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",93.93,"Baik","Very Good","Baik","93.9%"
75,"IA","CASI","4.6287900","95.5766800",11,"Calang, Sumatra, Indonesia","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2018,"REIS",8,"P1",,"installed","Meisei-G210P-2018-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",99.29,"Baik","-","Baik","99.3%"
76,"IA","CBJI","-6.6981000","106.9349000",1006.39,"Station Citeko, Indonesia","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2005,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:08.000Z",89.28,"Cukup Baik","Poor","Cukup Baik","89.3%"
77,"IA","CBJM","-6.9308500","107.3562400",679,"Type MR, Cipongkor,Bandung Barat,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",59,"Buruk","Good","Buruk","59.0%"
78,"IA","CCJM","-7.0169200","107.1401900",48,"Type MR, Campaka,Cianjur,Jawa Barat","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",97.29,"Baik","Good","Baik","97.3%"
79,"IA","CGJI","-6.6134000","105.6900000",182,"Station Cigeulis, Java","Banten",21,"Stageof-Tangerang",22,"aktif",2007,"LIBRA",2,"P1",,"installed","GuralpMinimus+2025-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",45.56,"Buruk","Very Good","Buruk","45.6%"
80,"IA","CIJI","-7.3174100","108.1958900",418,"Station Type B Cipedes,Kota Tasikmalaya,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",59,"Buruk","Good","Buruk","59.0%"
81,"IA","CIJM","-6.4924530","108.1852430",43,"Type MR, Cikedung,Indramayu,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",1,"Buruk","Fair","Buruk","1.0%"
82,"IA","CIKJI","-6.0419240","107.3473740",18.4,"Cibuaya, Karawang, Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2025-10-23T07:13:45.000Z",73.32,"Cukup Baik","Poor","Cukup Baik","73.3%"
83,"IA","CILJI","-6.8220000","106.3160000",332,"Cibeber, Lebak, Banten","Banten",21,"Stageof-Tangerang",22,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",92.45,"Baik","Very Good","Baik","92.5%"
84,"IA","CMJI","-7.7840000","108.4490000",78,"Station Cimerak, Java","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2007-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",25.37,"Buruk","Very Good","Buruk","25.4%"
85,"IA","CNJI","-7.3090000","107.1296000",589,"Station Cibinong, Java","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur2023-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",91.52,"Baik","Good","Baik","91.5%"
86,"IA","CSBJI","-6.4046870","107.8817370",50.6,"Compreng, Subang, Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Guralp-Minimus+2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",93.59,"Baik","Fair","Baik","93.6%"
87,"IA","CSJI","-7.3302000","106.5210000",153,"Station Type B Ciracap,Sukabumi,Jawa Barat","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2019,"INA Type-B",7,"P1",,"installed","GuralpMinimus+2025-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",84.41,"Cukup Baik","Fair","Cukup Baik","84.4%"
88,"IA","CSJM","-6.7405200","108.0099000",361,"Type MR, Congeang,Sumedang,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",86.18,"Cukup Baik","Fair","Cukup Baik","86.2%"
89,"IA","CTJI","-7.0075400","109.1835600",104,"Station Waduk Cacaban, Java, BMG, Indonesia","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2006,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2022-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",96.37,"Baik","Very Good","Baik","96.4%"
90,"IA","CWJM","-6.7423600","107.4448600",649,"Type MR, Cikalong Wetan,Bandung Barat,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",89.54,"Cukup Baik","Fair","Cukup Baik","89.5%"
91,"IA","DBJI","-6.5538000","106.7497000",210.84,"Station Dramaga, Java","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2006,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2024-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:09.000Z",88.18,"Cukup Baik","Good","Cukup Baik","88.2%"
92,"IA","DBKI","-1.6792000","114.9079000",32,"Station Type A, Dusun Selatan,Barito Selatan,Kalimantan Tengah","Kalimantan Tengah",22,"Stageof-Balikpapan",21,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:09.000Z",82.07,"Cukup Baik","Fair","Cukup Baik","82.1%"
93,"IA","DBNFM","-8.4240840","118.5948210",696,"Station Type MR, Donggo, Nusa Tenggara Barat","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",89.38,"Cukup Baik","Good","Cukup Baik","89.4%"
94,"IA","DDSI","1.6675000","101.4602000",76,"Station Type A, Dumai Timur Riau","Riau",16,"Stageof-Deli-Serdang",27,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",1,"Buruk","Poor","Buruk","1.0%"
95,"IA","DNP","-8.6774000","115.2097000",63.88,"Station Denpasar, Indonesia","Bali",12,"Stageof-Denpasar",17,"nonaktif",2005,"LIBRA",2,"P2",,"not_installed","Nanometrics-Centaur-2024-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:10.000Z",0,"Mati","Poor","Mati","0.0%"
96,"IA","DOCM","-0.6758680","119.7487300",50,"Type MR, Donggala,Donggala,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",99.03,"Baik","Good","Baik","99.0%"
97,"IA","DYPI","-4.8521000","139.4991000",87,"Station Type A, Dekai,Yakuhimo,Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",0,"Mati","Fair","Mati","0.0%"
98,"IA","EDFI","-8.7497000","121.6903000",914.34,"Station Ende, Flores, Indonesia (BMKG)","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2008,"LIBRA",2,"P1",,"not_installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",0,"Mati","Very Good","Mati","0.0%"
99,"IA","EDMPI","-7.1750000","139.5850000",15,"Edera, Mappi, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",94.71,"Baik","Good","Baik","94.7%"
100,"IA","EGSI","-5.3526000","102.2767000",35.73,"Station Enggano, Bengkulu, Indonesia (BMKG)","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2008,"LIBRA",2,"P1",,"installed","GuralpMinimus+2024-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",87.56,"Cukup Baik","Fair","Cukup Baik","87.6%"
101,"IA","ELMPI","-7.4890000","140.7890000",51,"Eligobel, Merauke, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",99.61,"Baik","Fair","Baik","99.6%"
102,"IA","ERPI","-3.9268670","136.3809470",1675,"Enarotali, East Paniai, Papua","Papua",8,"Stageof-Nabire",11,"nonaktif",2017,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2017-Libra","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:10.000Z",0,"Mati","-","Mati","0.0%"
103,"IA","ESNI","-8.7875320","117.9658430",25,"Empang, Sumbawa, Nusat Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","GuralpMinimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",0,"Mati","Good","Mati","0.0%"
104,"IA","FAKI","-2.9192000","132.2650000",0,"GEOFON Station Fakfak, Indonesia","Papua Barat",6,"Stageof-Sorong",6,"aktif",2008,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2014-VSAT-M2M","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:10.000Z",97.4,"Baik","Very Good","Baik","97.4%"
105,"IA","FKMPM","-8.2515000","140.2666000",95,"Station Type MR, Kurik, Merauke, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",97.7,"Baik","-","Baik","97.7%"
106,"IA","FKSPI","-1.1594000","132.0160000",139,"Fkour, Sorong Selatan, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",34.19,"Buruk","Good","Buruk","34.2%"
107,"IA","GARPI","-0.4346500","129.9000000",49,"Pulau Gag, Raja Ampat, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",88.07,"Cukup Baik","Good","Cukup Baik","88.1%"
108,"IA","GBJI","-6.9485000","109.9660000",102,"Station Type B Gringsing,Batang,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",1,"Buruk","Good","Buruk","1.0%"
109,"IA","GEBBI","-8.1640000","114.7140000",33,"Gerokgak, Buleleng, Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",91.05,"Baik","Very Good","Baik","91.0%"
110,"IA","GEJI","-8.4101900","112.6450700",80,"Station Type B Gedangan,Malang,Jawa Timur","Jawa Timur",3,"Stageof-Malang",28,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",78.95,"Cukup Baik","Fair","Cukup Baik","79.0%"
111,"IA","GENI","-2.5926800","140.1677570",58,"GEOFON Station Genyem, Indonesia","Papua",8,"Stageof-Jayapura",8,"aktif",2009,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2009-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:10.000Z",99.36,"Baik","Very Good","Baik","99.4%"
112,"IA","GESM","4.8421000","96.1278000",1034,"Type MR, Geumpang,Pidie,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",89.84,"Cukup Baik","Good","Cukup Baik","89.8%"
113,"IA","GGJM","-7.1717000","111.2037000",81,"Type MR, Gabus,Grobogan,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:10.000Z",78.1,"Cukup Baik","Poor","Cukup Baik","78.1%"
114,"IA","GHMI","-0.3562900","127.8797000",37,"Station Type A, Gane Barat,Halmahera Selatan,Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",98.4,"Baik","Very Good","Baik","98.4%"
115,"IA","GKJM","-7.8411000","110.5922000",211,"Type MR, Gedangsari,Gunung Kidul,D.I Yogyakarta","Yogyakarta",24,"Stageof-Sleman",29,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",99.81,"Baik","Good","Baik","99.8%"
116,"IA","GMJI","-8.2732000","113.4441000",80.13,"Station Gumukmas, Java","Jawa Timur",3,"Stageof-Malang",28,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",95.4,"Baik","Good","Baik","95.4%"
117,"IA","GPSM","4.8693430","96.0904480",417,"Type MR, Geumpang,Pidie,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",93.4,"Baik","Good","Baik","93.4%"
118,"IA","GRJI","-6.9145000","112.4793000",97.14,"Station Gresik, Java","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2017-GSM","surface","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",97.27,"Baik","Good","Baik","97.3%"
119,"IA","GSI","1.3039000","97.5755000",107,"GEOFON Station Gunungsitoli, Nias","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2005,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330S+2025-VSAT-M2M","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:11.000Z",94.87,"Baik","Very Good","Baik","94.9%"
120,"IA","GTJI","-7.1638450","110.1837450",749,"Station Type B, Gemawang Temanggung","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2022,,,"P1",,"installed","Kinemetrics-Q330S+2022-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",90.82,"Baik","Very Good","Baik","90.8%"
121,"IA","GTOI","0.7628000","122.8700000",313.3,"Station Gorontalo China","Gorontalo",26,"Stageof-Gorontalo",31,"aktif",2006,"China",3,"P1",,"not_installed","GuralpMinimus+2022-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",1,"Buruk","Very Good","Buruk","1.0%"
122,"IA","GTSI","-0.5981000","101.4888000",9,"Station Type A, Gunung Toar,Kuantan Singingi,Riau","Riau",16,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-03-03T03:01:37.000Z",43.87,"Buruk","Poor","Buruk","43.9%"
123,"IA","GUJM","-7.0544000","110.6660000",85,"Type MR, Gubug,Grobogan,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",77.21,"Cukup Baik","Poor","Cukup Baik","77.2%"
124,"IA","HINSI","-0.5400000","98.4990000",35,"Hibala, Nias Selatan, Sumatera Utara","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2023,"IDRIP83",6,"P2",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",0,"Mati","Fair","Mati","0.0%"
125,"IA","IATSM","4.9240500","97.7845450",28,"Station Type MR, Idi, Aceh Timur, Sumatera","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",92.23,"Baik","Fair","Baik","92.2%"
126,"IA","IBTI","-8.3894000","123.2645000",154,"Station Type A, Ile Boleng,Flores Timur,Nusa Tenggara","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",88.1,"Cukup Baik","Good","Cukup Baik","88.1%"
127,"IA","IGBI","-8.8180000","115.1460000",248,"Station Ingas Bali China","Bali",12,"Stageof-Denpasar",17,"aktif",2006,"China",3,"P1",,"installed","Guralp-Minimus-2024-VSAT-M2M","surface","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:11.000Z",99.28,"Baik","Very Good","Baik","99.3%"
128,"IA","IHMI","1.5082130","127.5556250",130,"Station Type A, Ibu,Halmahera Barat,Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",69.01,"Cukup Baik","Poor","Cukup Baik","69.0%"
129,"IA","IHRSI","-0.9650000","102.7645000",49,"Indragiri Hilir, Riau, Sumatera Indonesia","Riau",16,"Stageof-Padang-Panjang",20,"aktif",2021,"BB2021",13,"P1",,"installed","GuralpMinimus+2021-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",88.48,"Cukup Baik","Fair","Cukup Baik","88.5%"
130,"IA","IWPI","-2.7581000","134.5162000",36,"Station Type A, Rasiei,Teluk Wondama,Papua Barat","Papua Barat",6,"Stageof-Nabire",11,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",97.14,"Baik","Very Good","Baik","97.1%"
131,"IA","JAASI","3.7660000","96.8200000",12,"Jeumpa, Aceh Barat Daya, Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",1,"Buruk","Fair","Buruk","1.0%"
132,"IA","JAGI","-8.4703000","114.1520000",171,"GEOFON Station Jajag, Java, Indonesia","Jawa Timur",3,"Stageof-Malang",28,"aktif",2009,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2008-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",99.58,"Baik","Good","Baik","99.6%"
133,"IA","JASI","-1.4145300","101.4583800",253,"Station Type B Sangir Balai Janggo,Solok Selatan,Sumatera","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",85.4,"Cukup Baik","Good","Cukup Baik","85.4%"
134,"IA","JAY","-2.5145000","140.7043000",461.46,"Station Jayapura, Indonesia","Papua",8,"Stageof-Jayapura",8,"aktif",2010,"CTBTO",10,"P1",,"not_installed","Nanometrics-Centaur-2025-GSM-CTBTO","surface","inside_BMKG_office","tidak_ada","baik",,,"/uploads/site_JAY_1765806964403.jpg,/uploads/site_JAY_1765807089381.jpg,/uploads/site_JAY_1765807163326.jpg,/uploads/site_JAY_1765807185995.jpg",,"2026-07-06T04:00:12.000Z",99.2,"Baik","-","Baik","99.2%"
135,"IA","JBJI","-6.4837400","106.4698600",146,"Station Type B Jasinga,Bogor,Jawa Barat","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",92.15,"Baik","Good","Baik","92.2%"
136,"IA","JBJM","-6.9729000","111.4587000",98,"Type MR, Jepon,Blora,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",82.88,"Cukup Baik","Poor","Cukup Baik","82.9%"
137,"IA","JCJI","-6.7344000","108.2631000",85.57,"Station Jatiwangi, Indonesia","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2005,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2020-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:12.000Z",90.96,"Baik","Fair","Baik","91.0%"
138,"IA","JHMI","1.0820670","127.4782800",36,"Station Type A, Jailolo,Halmahera Barat,Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur6-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",86.45,"Cukup Baik","Poor","Cukup Baik","86.5%"
139,"IA","JMSI","-2.6371500","101.8874500",1275,"Station Type B Jangkat,Merangin,Jambi","Jambi",19,"Stageof-Kepahiang",4,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",89,"Cukup Baik","Fair","Cukup Baik","89.0%"
140,"IA","JPJI","-6.5307000","107.4175000",150,"Station Type B Jatiluhur,Purwakarta,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",93.91,"Baik","Fair","Baik","93.9%"
141,"IA","JPSI","-1.3416400","100.5864500",38,"Station Type B Jurai,Pesisir Selatan,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",43.75,"Buruk","Very Good","Buruk","43.8%"
142,"IA","JSBFM","-8.8716567","116.8164717",79,"Station Type MR, Jereweh, Nusa Tenggara Barat","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",94.27,"Baik","Good","Baik","94.3%"
143,"IA","JTJM","-7.0573000","106.8015000",528,"Type MR, Jampang Tengah,Sukabumi,Jawa Barat","Jawa Barat",5,"Stageof-Sukabumi",26,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",92.52,"Baik","Fair","Baik","92.5%"
144,"IA","JWJM","-7.2062450","110.7314580",74,"Type MR, Juwangi ,Boyolali,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",91.07,"Baik","Good","Baik","91.1%"
145,"IA","KABKI","-0.7506840","116.2418980",51.8,"Bongan, Kutai Barat, Kalimantan Timur","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2023,"ALOPTAMA 2023",9,"P2",,"installed","Guralp-Minimus+2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",89.06,"Cukup Baik","Good","Cukup Baik","89.1%"
146,"IA","KAKKI","1.3668870","117.7500310",27.6,"Karangan, Kutai Timur","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2023,"ALOPTAMA 2023",9,"P2",,"installed","Guralp-Minimus+2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",0,"Mati","Fair","Mati","0.0%"
